id;dataset;text;tokens;label
1110662122072170496_twitter;HateXplain;<user> <user> i fucking hate this shit with a passion turkey are bastards for this;1- <user>, 2- <user>, 3- i, 4- fucking, 5- hate, 6- this, 7- shit, 8- with, 9- a, 10- passion, 11- turkey, 12- are, 13- bastards, 14- for, 15- this;offensive targeting Other
1458687_gab;HateXplain;my retarded liberal friends are all in a panic lots of crying and gnashing of teeth over the trump win i love it gabfam;1- my, 2- retarded, 3- liberal, 4- friends, 5- are, 6- all, 7- in, 8- a, 9- panic, 10- lots, 11- of, 12- crying, 13- and, 14- gnashing, 15- of, 16- teeth, 17- over, 18- the, 19- trump, 20- win, 21- i, 22- love, 23- it, 24- gabfam;offensive targeting Other
1089766334437707776_twitter;HateXplain;<user> so you are going to set free all of the immigrants whom ice has jailed cool get working on it lil marco;1- <user>, 2- so, 3- you, 4- are, 5- going, 6- to, 7- set, 8- free, 9- all, 10- of, 11- the, 12- immigrants, 13- whom, 14- ice, 15- has, 16- jailed, 17- cool, 18- get, 19- working, 20- on, 21- it, 22- lil, 23- marco;offensive targeting Refugee
17312932_gab;HateXplain;voila only way you can save your country from being sucked dry as netanyahu said otherwise they will bring it down from within its all strategy really they bring down big countries by trojan horse thats why they sending all refugees to germany too its all a scam;1- voila, 2- only, 3- way, 4- you, 5- can, 6- save, 7- your, 8- country, 9- from, 10- being, 11- sucked, 12- dry, 13- as, 14- netanyahu, 15- said, 16- otherwise, 17- they, 18- will, 19- bring, 20- it, 21- down, 22- from, 23- within, 24- its, 25- all, 26- strategy, 27- really, 28- they, 29- bring, 30- down, 31- big, 32- countries, 33- by, 34- trojan, 35- horse, 36- thats, 37- why, 38- they, 39- sending, 40- all, 41- refugees, 42- to, 43- germany, 44- too, 45- its, 46- all, 47- a, 48- scam;offensive targeting Refugee
1260073770837893121_twitter;HateXplain;<user> my mom said it doesn ’ t even matter bc at the end of the day “ most asians if you trace them far back enough have chinese blood ”;1- <user>, 2- my, 3- mom, 4- said, 5- it, 6- doesn, 7- ’, 8- t, 9- even, 10- matter, 11- bc, 12- at, 13- the, 14- end, 15- of, 16- the, 17- day, 18- “, 19- most, 20- asians, 21- if, 22- you, 23- trace, 24- them, 25- far, 26- back, 27- enough, 28- have, 29- chinese, 30- blood, 31- ”;offensive targeting Asian
24235305_gab;HateXplain;based hot jew andrew mix with asians anglin;1- based, 2- hot, 3- jew, 4- andrew, 5- mix, 6- with, 7- asians, 8- anglin;offensive targeting Asian
1178869929250054149_twitter;HateXplain;<number> sacks <number> fucking goddamn sacks are you fucking kidding me you fat retarded mongoloids better protect that goddamn soulless ginger jesus fucking christ <user> get your shit together;1- <number>, 2- sacks, 3- <number>, 4- fucking, 5- goddamn, 6- sacks, 7- are, 8- you, 9- fucking, 10- kidding, 11- me, 12- you, 13- fat, 14- retarded, 15- mongoloids, 16- better, 17- protect, 18- that, 19- goddamn, 20- soulless, 21- ginger, 22- jesus, 23- fucking, 24- christ, 25- <user>, 26- get, 27- your, 28- shit, 29- together;hatespeech targeting Disability
15186957_gab;HateXplain;good riddance to bad nigger garbage;1- good, 2- riddance, 3- to, 4- bad, 5- nigger, 6- garbage;hatespeech targeting African
1145906212640362497_twitter;HateXplain;<user> bottom <number> account on twitter how can u disrespect negro swan;1- <user>, 2- bottom, 3- <number>, 4- account, 5- on, 6- twitter, 7- how, 8- can, 9- u, 10- disrespect, 11- negro, 12- swan;hatespeech targeting African
13170938_gab;HateXplain;fuck that ghetto bitch she attacked a mother with child by pouring a drink on her and then punching her she punked the mother out in front of her child and in public people who do not know how to behave civilized should not be out in public;1- fuck, 2- that, 3- ghetto, 4- bitch, 5- she, 6- attacked, 7- a, 8- mother, 9- with, 10- child, 11- by, 12- pouring, 13- a, 14- drink, 15- on, 16- her, 17- and, 18- then, 19- punching, 20- her, 21- she, 22- punked, 23- the, 24- mother, 25- out, 26- in, 27- front, 28- of, 29- her, 30- child, 31- and, 32- in, 33- public, 34- people, 35- who, 36- do, 37- not, 38- know, 39- how, 40- to, 41- behave, 42- civilized, 43- should, 44- not, 45- be, 46- out, 47- in, 48- public;offensive targeting African
1178723030161334274_twitter;HateXplain;<user> od leave them white devils alone;1- <user>, 2- od, 3- leave, 4- them, 5- white, 6- devils, 7- alone;offensive targeting Caucasian
22223010_gab;HateXplain;need a fat white bitch ay can i getcho numba come pay my rent ho;1- need, 2- a, 3- fat, 4- white, 5- bitch, 6- ay, 7- can, 8- i, 9- getcho, 10- numba, 11- come, 12- pay, 13- my, 14- rent, 15- ho;offensive targeting Caucasian
1178453172853121024_twitter;HateXplain;seven bitches with me and ain t none of them mediocre from they head to they toes they so far from mediocre hadi yallah ananızı sikerim;1- seven, 2- bitches, 3- with, 4- me, 5- and, 6- ain, 7- t, 8- none, 9- of, 10- them, 11- mediocre, 12- from, 13- they, 14- head, 15- to, 16- they, 17- toes, 18- they, 19- so, 20- far, 21- from, 22- mediocre, 23- hadi, 24- yallah, 25- ananızı, 26- sikerim;offensive targeting Women
15580989_gab;HateXplain;this is the real metoo help us daddywhiteman give us free stuff from unfair divorce settlements and unfair access to the kids to unfair application of the terms domestic violence or sexual harassment metoo i want a secure well paid job in the government without many men around metoo;1- this, 2- is, 3- the, 4- real, 5- metoo, 6- help, 7- us, 8- daddywhiteman, 9- give, 10- us, 11- free, 12- stuff, 13- from, 14- unfair, 15- divorce, 16- settlements, 17- and, 18- unfair, 19- access, 20- to, 21- the, 22- kids, 23- to, 24- unfair, 25- application, 26- of, 27- the, 28- terms, 29- domestic, 30- violence, 31- or, 32- sexual, 33- harassment, 34- metoo, 35- i, 36- want, 37- a, 38- secure, 39- well, 40- paid, 41- job, 42- in, 43- the, 44- government, 45- without, 46- many, 47- men, 48- around, 49- metoo;hatespeech targeting Women
14271882_gab;HateXplain;if moderate muslims are the ones that support jihadi murderers does this make him a moderate progressive;1- if, 2- moderate, 3- muslims, 4- are, 5- the, 6- ones, 7- that, 8- support, 9- jihadi, 10- murderers, 11- does, 12- this, 13- make, 14- him, 15- a, 16- moderate, 17- progressive;offensive targeting Islam
1110691129882828800_twitter;HateXplain;<user> its an epidemic in all of america ghetto shitholes;1- <user>, 2- its, 3- an, 4- epidemic, 5- in, 6- all, 7- of, 8- america, 9- ghetto, 10- shitholes;offensive targeting Other
14704124_gab;HateXplain;funny how the people that go full retard lost their <number> minutes like <number> years ago even colin lost that <number> went full retard strange creatures these libtards;1- funny, 2- how, 3- the, 4- people, 5- that, 6- go, 7- full, 8- retard, 9- lost, 10- their, 11- <number>, 12- minutes, 13- like, 14- <number>, 15- years, 16- ago, 17- even, 18- colin, 19- lost, 20- that, 21- <number>, 22- went, 23- full, 24- retard, 25- strange, 26- creatures, 27- these, 28- libtards;offensive targeting Other
1092366458980651008_twitter;HateXplain;<user> labor thinks that we care more about illegal immigrants on manus and nauru than we do this labor are in for a big shock;1- <user>, 2- labor, 3- thinks, 4- that, 5- we, 6- care, 7- more, 8- about, 9- illegal, 10- immigrants, 11- on, 12- manus, 13- and, 14- nauru, 15- than, 16- we, 17- do, 18- this, 19- labor, 20- are, 21- in, 22- for, 23- a, 24- big, 25- shock;offensive targeting Refugee
17332850_gab;HateXplain;lol yeah i know what u saying refugees were living their lives there did not had reasons <number> seek refugee or bother people in other peoples countries its the kalergi plan alright empty greater israel then hope eu is gonna clash with all these different cultures religions so people will accept nwo;1- lol, 2- yeah, 3- i, 4- know, 5- what, 6- u, 7- saying, 8- refugees, 9- were, 10- living, 11- their, 12- lives, 13- there, 14- did, 15- not, 16- had, 17- reasons, 18- <number>, 19- seek, 20- refugee, 21- or, 22- bother, 23- people, 24- in, 25- other, 26- peoples, 27- countries, 28- its, 29- the, 30- kalergi, 31- plan, 32- alright, 33- empty, 34- greater, 35- israel, 36- then, 37- hope, 38- eu, 39- is, 40- gonna, 41- clash, 42- with, 43- all, 44- these, 45- different, 46- cultures, 47- religions, 48- so, 49- people, 50- will, 51- accept, 52- nwo;offensive targeting Refugee
1275656302262394881_twitter;HateXplain;<user> ew imagine standing a group of asians that fuck eachother;1- <user>, 2- ew, 3- imagine, 4- standing, 5- a, 6- group, 7- of, 8- asians, 9- that, 10- fuck, 11- eachother;offensive targeting Asian
27821044_gab;HateXplain;why are asians sitting in government seats of power in the historically white nation of america does china or japan do this to themselves;1- why, 2- are, 3- asians, 4- sitting, 5- in, 6- government, 7- seats, 8- of, 9- power, 10- in, 11- the, 12- historically, 13- white, 14- nation, 15- of, 16- america, 17- does, 18- china, 19- or, 20- japan, 21- do, 22- this, 23- to, 24- themselves;offensive targeting Asian
1179093114058952705_twitter;HateXplain;<user> <user> you have <number> numbers in your and you called me a clown stfu retard;1- <user>, 2- <user>, 3- you, 4- have, 5- <number>, 6- numbers, 7- in, 8- your, 9- and, 10- you, 11- called, 12- me, 13- a, 14- clown, 15- stfu, 16- retard;offensive targeting Disability
20187632_gab;HateXplain;white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa;1- white, 2- nationalist, 3- can, 4- you, 5- picture, 6- a, 7- world, 8- where, 9- your, 10- town, 11- is, 12- white, 13- your, 14- schools, 15- are, 16- white, 17- your, 18- world, 19- is, 20- white, 21- i, 22- have, 23- a, 24- dream, 25- that, 26- one, 27- day, 28- i, 29- can, 30- live, 31- in, 32- a, 33- white, 34- world, 35- where, 36- little, 37- whites, 38- kids, 39- play, 40- with, 41- other, 42- white, 43- kids, 44- and, 45- the, 46- nigger, 47- is, 48- back, 49- in, 50- africa;hatespeech targeting African
1164745213648261120_twitter;HateXplain;you don ’ t never fuck yo niggas bitch n you don ’ t never sneak around him;1- you, 2- don, 3- ’, 4- t, 5- never, 6- fuck, 7- yo, 8- niggas, 9- bitch, 10- n, 11- you, 12- don, 13- ’, 14- t, 15- never, 16- sneak, 17- around, 18- him;offensive targeting African
13190059_gab;HateXplain;soon the season low will be an all time low for the negro felon league negrofelonleague burnthenfl;1- soon, 2- the, 3- season, 4- low, 5- will, 6- be, 7- an, 8- all, 9- time, 10- low, 11- for, 12- the, 13- negro, 14- felon, 15- league, 16- negrofelonleague, 17- burnthenfl;hatespeech targeting African
1179093149437722625_twitter;HateXplain;fuck you braden you dumb houston white trash fuck;1- fuck, 2- you, 3- braden, 4- you, 5- dumb, 6- houston, 7- white, 8- trash, 9- fuck;hatespeech targeting Caucasian
23218081_gab;HateXplain;you are going to be labeled a nazi no matter what you do you have interest in european roots white culture white folk lore and white faiths you are a nazi to the jews no matter what you do;1- you, 2- are, 3- going, 4- to, 5- be, 6- labeled, 7- a, 8- nazi, 9- no, 10- matter, 11- what, 12- you, 13- do, 14- you, 15- have, 16- interest, 17- in, 18- european, 19- roots, 20- white, 21- culture, 22- white, 23- folk, 24- lore, 25- and, 26- white, 27- faiths, 28- you, 29- are, 30- a, 31- nazi, 32- to, 33- the, 34- jews, 35- no, 36- matter, 37- what, 38- you, 39- do;offensive targeting Caucasian
1081245161261273092_twitter;HateXplain;and if yo bitch fast prolly cuz she out here runnin 🤣;1- and, 2- if, 3- yo, 4- bitch, 5- fast, 6- prolly, 7- cuz, 8- she, 9- out, 10- here, 11- runnin, 12- 🤣;offensive targeting Women
15644350_gab;HateXplain;sexual harassment is a two way street actually grabbing a man dick is a more severe act of harassment than talking about grabbing a women pussy resign from the view joy;1- sexual, 2- harassment, 3- is, 4- a, 5- two, 6- way, 7- street, 8- actually, 9- grabbing, 10- a, 11- man, 12- dick, 13- is, 14- a, 15- more, 16- severe, 17- act, 18- of, 19- harassment, 20- than, 21- talking, 22- about, 23- grabbing, 24- a, 25- women, 26- pussy, 27- resign, 28- from, 29- the, 30- view, 31- joy;offensive targeting Women
1116531316508495872_twitter;HateXplain;<user> safe and affordable killing of helpless babies just what a muslim wants one less infidel to kill or convert;1- <user>, 2- safe, 3- and, 4- affordable, 5- killing, 6- of, 7- helpless, 8- babies, 9- just, 10- what, 11- a, 12- muslim, 13- wants, 14- one, 15- less, 16- infidel, 17- to, 18- kill, 19- or, 20- convert;hatespeech targeting Islam
14301067_gab;HateXplain;arm yourself against soros funded altifa tyranny and muslime ohell sedition there is no place in america for millions of ohell muslime refugee barbarians and their cult sharia law the dems love women are not slaves in america they are or will be armed if desired for their protection;1- arm, 2- yourself, 3- against, 4- soros, 5- funded, 6- altifa, 7- tyranny, 8- and, 9- muslime, 10- ohell, 11- sedition, 12- there, 13- is, 14- no, 15- place, 16- in, 17- america, 18- for, 19- millions, 20- of, 21- ohell, 22- muslime, 23- refugee, 24- barbarians, 25- and, 26- their, 27- cult, 28- sharia, 29- law, 30- the, 31- dems, 32- love, 33- women, 34- are, 35- not, 36- slaves, 37- in, 38- america, 39- they, 40- are, 41- or, 42- will, 43- be, 44- armed, 45- if, 46- desired, 47- for, 48- their, 49- protection;hatespeech targeting Islam
1112381811877916674_twitter;HateXplain;this bitch kenny got my key i can ’ t emuss lock the damn door;1- this, 2- bitch, 3- kenny, 4- got, 5- my, 6- key, 7- i, 8- can, 9- ’, 10- t, 11- emuss, 12- lock, 13- the, 14- damn, 15- door;offensive targeting Other
14981350_gab;HateXplain;like i said these pedantic stop talking about x things alt right spergs do are retarded and lead nowhere productive i do not have time for them;1- like, 2- i, 3- said, 4- these, 5- pedantic, 6- stop, 7- talking, 8- about, 9- x, 10- things, 11- alt, 12- right, 13- spergs, 14- do, 15- are, 16- retarded, 17- and, 18- lead, 19- nowhere, 20- productive, 21- i, 22- do, 23- not, 24- have, 25- time, 26- for, 27- them;offensive targeting Other
1092784543000682496_twitter;HateXplain;<user> i hope ice arrest illegal immigrants and their sponsors;1- <user>, 2- i, 3- hope, 4- ice, 5- arrest, 6- illegal, 7- immigrants, 8- and, 9- their, 10- sponsors;offensive targeting Refugee
17408390_gab;HateXplain;hias hebrew immigrant aid society bragged on its blog yesterday that in a baltimore md court it saved somali illegal alien yaasir from deportation back to somalia they are one of the <number> federal resettlement contractors paid w taxpayer placing refugees in your towns cities;1- hias, 2- hebrew, 3- immigrant, 4- aid, 5- society, 6- bragged, 7- on, 8- its, 9- blog, 10- yesterday, 11- that, 12- in, 13- a, 14- baltimore, 15- md, 16- court, 17- it, 18- saved, 19- somali, 20- illegal, 21- alien, 22- yaasir, 23- from, 24- deportation, 25- back, 26- to, 27- somalia, 28- they, 29- are, 30- one, 31- of, 32- the, 33- <number>, 34- federal, 35- resettlement, 36- contractors, 37- paid, 38- w, 39- taxpayer, 40- placing, 41- refugees, 42- in, 43- your, 44- towns, 45- cities;hatespeech targeting Refugee
1124267001415778304_twitter;HateXplain;to those who cant hold their shit and spoiled endgame you guys are retarded and jerks go die;1- to, 2- those, 3- who, 4- cant, 5- hold, 6- their, 7- shit, 8- and, 9- spoiled, 10- endgame, 11- you, 12- guys, 13- are, 14- retarded, 15- and, 16- jerks, 17- go, 18- die;offensive targeting Disability
18144033_gab;HateXplain;i guess the nigger wasn t around to pez her so she wised up and jumped;1- i, 2- guess, 3- the, 4- nigger, 5- wasn, 6- t, 7- around, 8- to, 9- pez, 10- her, 11- so, 12- she, 13- wised, 14- up, 15- and, 16- jumped;hatespeech targeting African
1164945865603211264_twitter;HateXplain;i ain ’ t even gone speak on it just know niggas ain ’ t who they claim to be on this social media shit;1- i, 2- ain, 3- ’, 4- t, 5- even, 6- gone, 7- speak, 8- on, 9- it, 10- just, 11- know, 12- niggas, 13- ain, 14- ’, 15- t, 16- who, 17- they, 18- claim, 19- to, 20- be, 21- on, 22- this, 23- social, 24- media, 25- shit;offensive targeting African
13199345_gab;HateXplain;i want a huge trump nigger scandal and the jews i want people saying yeah you know trump is right – i am sick of these niggers and kikes also;1- i, 2- want, 3- a, 4- huge, 5- trump, 6- nigger, 7- scandal, 8- and, 9- the, 10- jews, 11- i, 12- want, 13- people, 14- saying, 15- yeah, 16- you, 17- know, 18- trump, 19- is, 20- right, 21- –, 22- i, 23- am, 24- sick, 25- of, 26- these, 27- niggers, 28- and, 29- kikes, 30- also;hatespeech targeting African
1179092073061830656_twitter;HateXplain;<user> the hidden secret of canada is that <percent> of it is just like florida white trash still great country 🇨 🇦 🇺 🇸;1- <user>, 2- the, 3- hidden, 4- secret, 5- of, 6- canada, 7- is, 8- that, 9- <percent>, 10- of, 11- it, 12- is, 13- just, 14- like, 15- florida, 16- white, 17- trash, 18- still, 19- great, 20- country, 21- 🇨, 22- 🇦, 23- 🇺, 24- 🇸;hatespeech targeting Caucasian
23324274_gab;HateXplain;dems kill all white people reps disavow and kill all white people slower;1- dems, 2- kill, 3- all, 4- white, 5- people, 6- reps, 7- disavow, 8- and, 9- kill, 10- all, 11- white, 12- people, 13- slower;hatespeech targeting Caucasian
1088987565397544961_twitter;HateXplain;bitches be so mad over some shit they cant control;1- bitches, 2- be, 3- so, 4- mad, 5- over, 6- some, 7- shit, 8- they, 9- cant, 10- control;offensive targeting Women
15755618_gab;HateXplain;whore says she does not want to get fucked by likely diseased faggots other whores and sjw freaks go crazy at this truly diabolical homophobia whore can not take the bullying kills herself what a world we live in;1- whore, 2- says, 3- she, 4- does, 5- not, 6- want, 7- to, 8- get, 9- fucked, 10- by, 11- likely, 12- diseased, 13- faggots, 14- other, 15- whores, 16- and, 17- sjw, 18- freaks, 19- go, 20- crazy, 21- at, 22- this, 23- truly, 24- diabolical, 25- homophobia, 26- whore, 27- can, 28- not, 29- take, 30- the, 31- bullying, 32- kills, 33- herself, 34- what, 35- a, 36- world, 37- we, 38- live, 39- in;hatespeech targeting Women
14318798_gab;HateXplain;australia majority of migrants in muslim ghetto areas can not speak english oh good so thats why they never react to my polite stop breeding or feral or whatever of course they could just be biding their time with bloody great knives under those burkas just waiting on demographic shift;1- australia, 2- majority, 3- of, 4- migrants, 5- in, 6- muslim, 7- ghetto, 8- areas, 9- can, 10- not, 11- speak, 12- english, 13- oh, 14- good, 15- so, 16- thats, 17- why, 18- they, 19- never, 20- react, 21- to, 22- my, 23- polite, 24- stop, 25- breeding, 26- or, 27- feral, 28- or, 29- whatever, 30- of, 31- course, 32- they, 33- could, 34- just, 35- be, 36- biding, 37- their, 38- time, 39- with, 40- bloody, 41- great, 42- knives, 43- under, 44- those, 45- burkas, 46- just, 47- waiting, 48- on, 49- demographic, 50- shift;hatespeech targeting Islam
1112434819483480065_twitter;HateXplain;<user> yea u ’ d be retarded go to werk guy;1- <user>, 2- yea, 3- u, 4- ’, 5- d, 6- be, 7- retarded, 8- go, 9- to, 10- werk, 11- guy;offensive targeting Other
15208876_gab;HateXplain;i can not stand listening to basic boomers talk politics they only care about what benefits themselves they hold no beliefs or values they have no principles to stand by they would vote away your rights and use state violence against you if it meant keeping their social security;1- i, 2- can, 3- not, 4- stand, 5- listening, 6- to, 7- basic, 8- boomers, 9- talk, 10- politics, 11- they, 12- only, 13- care, 14- about, 15- what, 16- benefits, 17- themselves, 18- they, 19- hold, 20- no, 21- beliefs, 22- or, 23- values, 24- they, 25- have, 26- no, 27- principles, 28- to, 29- stand, 30- by, 31- they, 32- would, 33- vote, 34- away, 35- your, 36- rights, 37- and, 38- use, 39- state, 40- violence, 41- against, 42- you, 43- if, 44- it, 45- meant, 46- keeping, 47- their, 48- social, 49- security;offensive targeting Other
1093360743909654528_twitter;HateXplain;<user> no one spouts hate against immigrants idiot;1- <user>, 2- no, 3- one, 4- spouts, 5- hate, 6- against, 7- immigrants, 8- idiot;offensive targeting Refugee
17503871_gab;HateXplain;eh i do not think i d suggest it at this point too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times five years ago i would have said sure chile may be better cc <user> <user>;1- eh, 2- i, 3- do, 4- not, 5- think, 6- i, 7- d, 8- suggest, 9- it, 10- at, 11- this, 12- point, 13- too, 14- much, 15- crime, 16- largely, 17- driven, 18- by, 19- immigrants, 20- and, 21- the, 22- fact, 23- that, 24- jobs, 25- are, 26- getting, 27- hard, 28- to, 29- find, 30- at, 31- times, 32- five, 33- years, 34- ago, 35- i, 36- would, 37- have, 38- said, 39- sure, 40- chile, 41- may, 42- be, 43- better, 44- cc, 45- <user>, 46- <user>;offensive targeting Refugee
1117676869027975169_twitter;HateXplain;non aussies calling blacks coons isnt cricket get back in your place you retards;1- non, 2- aussies, 3- calling, 4- blacks, 5- coons, 6- isnt, 7- cricket, 8- get, 9- back, 10- in, 11- your, 12- place, 13- you, 14- retards;offensive targeting Disability
22397098_gab;HateXplain;niggerchomp isnt a chink she a white american dog 😡;1- niggerchomp, 2- isnt, 3- a, 4- chink, 5- she, 6- a, 7- white, 8- american, 9- dog, 10- 😡;hatespeech targeting African
1164963800434581504_twitter;HateXplain;why do you dumb soggy fucking retardeds always put jew shit you dense ninners;1- why, 2- do, 3- you, 4- dumb, 5- soggy, 6- fucking, 7- retardeds, 8- always, 9- put, 10- jew, 11- shit, 12- you, 13- dense, 14- ninners;hatespeech targeting African
13215071_gab;HateXplain;if we send all the negroes to liberia as that negro claimed to desire would you be willing to go run the place for them;1- if, 2- we, 3- send, 4- all, 5- the, 6- negroes, 7- to, 8- liberia, 9- as, 10- that, 11- negro, 12- claimed, 13- to, 14- desire, 15- would, 16- you, 17- be, 18- willing, 19- to, 20- go, 21- run, 22- the, 23- place, 24- for, 25- them;hatespeech targeting African
1179046103477575680_twitter;HateXplain;<user> girl like tf lol them white hoes was better;1- <user>, 2- girl, 3- like, 4- tf, 5- lol, 6- them, 7- white, 8- hoes, 9- was, 10- better;offensive targeting Caucasian
24159958_gab;HateXplain;do not worry about shitposting worry about white people who can not bring themselves to fight back;1- do, 2- not, 3- worry, 4- about, 5- shitposting, 6- worry, 7- about, 8- white, 9- people, 10- who, 11- can, 12- not, 13- bring, 14- themselves, 15- to, 16- fight, 17- back;offensive targeting Caucasian
1179093034518171649_twitter;HateXplain;listen lady kill yourself;1- listen, 2- lady, 3- kill, 4- yourself;hatespeech targeting Women
15798260_gab;HateXplain;oh that lady yeah she a hate filled racist bitch go nuts;1- oh, 2- that, 3- lady, 4- yeah, 5- she, 6- a, 7- hate, 8- filled, 9- racist, 10- bitch, 11- go, 12- nuts;offensive targeting Women
1120011166972030981_twitter;HateXplain;<user> now condemn the muslims who actually did the killing;1- <user>, 2- now, 3- condemn, 4- the, 5- muslims, 6- who, 7- actually, 8- did, 9- the, 10- killing;offensive targeting Islam
14426791_gab;HateXplain;you know if a poor muslim refugee replaced you it would actually be an improvement over you;1- you, 2- know, 3- if, 4- a, 5- poor, 6- muslim, 7- refugee, 8- replaced, 9- you, 10- it, 11- would, 12- actually, 13- be, 14- an, 15- improvement, 16- over, 17- you;offensive targeting Islam
1115697903681527808_twitter;HateXplain;if you ’ re an army that is republican you are not welcome here we hate you;1- if, 2- you, 3- ’, 4- re, 5- an, 6- army, 7- that, 8- is, 9- republican, 10- you, 11- are, 12- not, 13- welcome, 14- here, 15- we, 16- hate, 17- you;hatespeech targeting Other
15249188_gab;HateXplain;goddamn they are retarded fucking phone;1- goddamn, 2- they, 3- are, 4- retarded, 5- fucking, 6- phone;offensive targeting Other
1095850930816208896_twitter;HateXplain;why do immigrants like ilhan omar and ted lieu come to america and try to change it to be more like the countries they fled;1- why, 2- do, 3- immigrants, 4- like, 5- ilhan, 6- omar, 7- and, 8- ted, 9- lieu, 10- come, 11- to, 12- america, 13- and, 14- try, 15- to, 16- change, 17- it, 18- to, 19- be, 20- more, 21- like, 22- the, 23- countries, 24- they, 25- fled;offensive targeting Refugee
17557375_gab;HateXplain;deport all <number> million illegal aliens and replace them by bringing back white americans from abroad it ll do wonders for the white demographics trust me;1- deport, 2- all, 3- <number>, 4- million, 5- illegal, 6- aliens, 7- and, 8- replace, 9- them, 10- by, 11- bringing, 12- back, 13- white, 14- americans, 15- from, 16- abroad, 17- it, 18- ll, 19- do, 20- wonders, 21- for, 22- the, 23- white, 24- demographics, 25- trust, 26- me;hatespeech targeting Refugee
1178706531354894336_twitter;HateXplain;everyone from the united kingdom is a fucking retard every muslim from the united kingdom is a fucking retard every white person from the united kingdom is a fucking retard god hates the british isles it should be called kafiristan;1- everyone, 2- from, 3- the, 4- united, 5- kingdom, 6- is, 7- a, 8- fucking, 9- retard, 10- every, 11- muslim, 12- from, 13- the, 14- united, 15- kingdom, 16- is, 17- a, 18- fucking, 19- retard, 20- every, 21- white, 22- person, 23- from, 24- the, 25- united, 26- kingdom, 27- is, 28- a, 29- fucking, 30- retard, 31- god, 32- hates, 33- the, 34- british, 35- isles, 36- it, 37- should, 38- be, 39- called, 40- kafiristan;offensive targeting Disability
24096893_gab;HateXplain;lets hope so gas the lot including the nigger;1- lets, 2- hope, 3- so, 4- gas, 5- the, 6- lot, 7- including, 8- the, 9- nigger;hatespeech targeting African
1165043319321366528_twitter;HateXplain;<user> notice how all the negros i in this thread ugly asf lmao;1- <user>, 2- notice, 3- how, 4- all, 5- the, 6- negros, 7- i, 8- in, 9- this, 10- thread, 11- ugly, 12- asf, 13- lmao;offensive targeting African
13243966_gab;HateXplain;sickening no amount of cultural marxism will negate the hereditary sub saharan iq send the niggers to liberia or elsewhere in mother africa where they just might perhaps survive on their own highly unlikely no tribe no identity send them back wattle huts short lifespans;1- sickening, 2- no, 3- amount, 4- of, 5- cultural, 6- marxism, 7- will, 8- negate, 9- the, 10- hereditary, 11- sub, 12- saharan, 13- iq, 14- send, 15- the, 16- niggers, 17- to, 18- liberia, 19- or, 20- elsewhere, 21- in, 22- mother, 23- africa, 24- where, 25- they, 26- just, 27- might, 28- perhaps, 29- survive, 30- on, 31- their, 32- own, 33- highly, 34- unlikely, 35- no, 36- tribe, 37- no, 38- identity, 39- send, 40- them, 41- back, 42- wattle, 43- huts, 44- short, 45- lifespans;hatespeech targeting African
1178906065775333376_twitter;HateXplain;fuck nazi white trash;1- fuck, 2- nazi, 3- white, 4- trash;offensive targeting Caucasian
26426645_gab;HateXplain;white trailer trash lol how many baby mommas does he have and he has what a <number> year old son and a <number> year old yeah ghetto trash;1- white, 2- trailer, 3- trash, 4- lol, 5- how, 6- many, 7- baby, 8- mommas, 9- does, 10- he, 11- have, 12- and, 13- he, 14- has, 15- what, 16- a, 17- <number>, 18- year, 19- old, 20- son, 21- and, 22- a, 23- <number>, 24- year, 25- old, 26- yeah, 27- ghetto, 28- trash;offensive targeting Caucasian
1178822496205889538_twitter;HateXplain;u can rent a hoe but u can not buy a bitch;1- u, 2- can, 3- rent, 4- a, 5- hoe, 6- but, 7- u, 8- can, 9- not, 10- buy, 11- a, 12- bitch;offensive targeting Women
15875674_gab;HateXplain;the internet does not allow us the social mechanisms and personal presence needed for that to happen naturally also modernity feminism has turned many women into unhinged sociopaths there is nothing you can really do other than relentlessly ostracize;1- the, 2- internet, 3- does, 4- not, 5- allow, 6- us, 7- the, 8- social, 9- mechanisms, 10- and, 11- personal, 12- presence, 13- needed, 14- for, 15- that, 16- to, 17- happen, 18- naturally, 19- also, 20- modernity, 21- feminism, 22- has, 23- turned, 24- many, 25- women, 26- into, 27- unhinged, 28- sociopaths, 29- there, 30- is, 31- nothing, 32- you, 33- can, 34- really, 35- do, 36- other, 37- than, 38- relentlessly, 39- ostracize;offensive targeting Women
1120393066739830785_twitter;HateXplain;<user> <user> it is no surprise as trudeau openly supports isis refugees and hamas;1- <user>, 2- <user>, 3- it, 4- is, 5- no, 6- surprise, 7- as, 8- trudeau, 9- openly, 10- supports, 11- isis, 12- refugees, 13- and, 14- hamas;offensive targeting Islam
